trade_number,session,segment,decision_time,contract_id,side,quantity,cash_before,daily_pnl_before,premium_exposure,risk_passed,risk_reason,premium_required,premium_cap,daily_stop_loss
152,2024-12-02,q4_2024_external,2024-12-02T15:55:00+00:00,SPXW-20241202-06070.000-P,PUT,1,54740.0,-40.0,2960.0,True,pass,2960.0,8000.0,-1500.0
153,2024-12-03,q4_2024_external,2024-12-03T15:01:00+00:00,SPXW-20241203-06025.000-C,CALL,1,54500.0,0.0,2270.0,True,pass,2270.0,8000.0,-1500.0
154,2024-12-03,q4_2024_external,2024-12-03T15:26:00+00:00,SPXW-20241203-06045.000-P,PUT,1,53830.0,-670.0,1120.0,True,pass,1120.0,8000.0,-1500.0
155,2024-12-04,q4_2024_external,2024-12-04T15:00:00+00:00,SPXW-20241204-06070.000-P,PUT,1,53860.0,0.0,900.0,True,pass,900.0,8000.0,-1500.0
156,2024-12-04,q4_2024_external,2024-12-04T15:15:00+00:00,SPXW-20241204-06095.000-P,PUT,1,53930.0,70.0,3080.0,True,pass,3080.0,8000.0,-1500.0
157,2024-12-04,q4_2024_external,2024-12-04T15:41:00+00:00,SPXW-20241204-06040.000-C,CALL,1,53290.0,-570.0,3240.0,True,pass,3240.0,8000.0,-1500.0
158,2024-12-05,q4_2024_external,2024-12-05T15:01:00+00:00,SPXW-20241205-06055.000-C,CALL,1,53400.0,0.0,3479.9999999999995,True,pass,3480.0,8000.0,-1500.0
159,2024-12-05,q4_2024_external,2024-12-05T15:26:00+00:00,SPXW-20241205-06105.000-P,PUT,1,52700.0,-700.0,2380.0,True,pass,2380.0,8000.0,-1500.0
160,2024-12-06,q4_2024_external,2024-12-06T15:06:00+00:00,SPXW-20241206-06085.000-C,CALL,1,52820.0,0.0,1400.0,True,pass,1400.0,8000.0,-1500.0
161,2024-12-06,q4_2024_external,2024-12-06T15:36:00+00:00,SPXW-20241206-06065.000-C,CALL,1,53000.0,180.0,3370.0000000000005,True,pass,3370.0,8000.0,-1500.0
162,2024-12-06,q4_2024_external,2024-12-06T16:13:00+00:00,SPXW-20241206-06095.000-P,PUT,1,52890.0,70.0,930.0,True,pass,930.0,8000.0,-1500.0
163,2024-12-09,q4_2024_external,2024-12-09T15:01:00+00:00,SPXW-20241209-06050.000-C,CALL,1,53010.0,0.0,3379.9999999999995,True,pass,3380.0,8000.0,-1500.0
164,2024-12-09,q4_2024_external,2024-12-09T15:26:00+00:00,SPXW-20241209-06110.000-P,PUT,1,52310.0,-700.0,3410.0,True,pass,3410.0,8000.0,-1500.0
165,2024-12-09,q4_2024_external,2024-12-09T15:51:00+00:00,SPXW-20241209-06080.000-P,PUT,1,52620.0,-390.0,1739.9999999999998,True,pass,1740.0,8000.0,-1500.0
166,2024-12-10,q4_2024_external,2024-12-10T15:01:00+00:00,SPXW-20241210-06025.000-C,CALL,1,53080.0,0.0,3410.0,True,pass,3410.0,8000.0,-1500.0
167,2024-12-10,q4_2024_external,2024-12-10T15:27:00+00:00,SPXW-20241210-06030.000-C,CALL,1,53250.0,170.0,3260.0,True,pass,3260.0,8000.0,-1500.0
168,2024-12-11,q4_2024_external,2024-12-11T15:05:00+00:00,SPXW-20241211-06040.000-C,CALL,1,53370.0,0.0,3429.9999999999995,True,pass,3430.0,8000.0,-1500.0
169,2024-12-11,q4_2024_external,2024-12-11T15:37:00+00:00,SPXW-20241211-06045.000-C,CALL,1,53620.0,250.0,3190.0,True,pass,3190.0,8000.0,-1500.0
170,2024-12-12,q4_2024_external,2024-12-12T15:09:00+00:00,SPXW-20241212-06095.000-P,PUT,1,53480.0,0.0,3040.0,True,pass,3040.0,8000.0,-1500.0
171,2024-12-12,q4_2024_external,2024-12-12T15:35:00+00:00,SPXW-20241212-06050.000-C,CALL,1,52400.0,-1080.0,2580.0,True,pass,2580.0,8000.0,-1500.0
172,2024-12-13,q4_2024_external,2024-12-13T15:01:00+00:00,SPXW-20241213-06100.000-P,PUT,1,52290.0,0.0,3279.9999999999995,True,pass,3280.0,8000.0,-1500.0
173,2024-12-13,q4_2024_external,2024-12-13T15:26:00+00:00,SPXW-20241213-06090.000-P,PUT,1,52650.0,360.0,3170.0,True,pass,3170.0,8000.0,-1500.0
174,2024-12-16,q4_2024_external,2024-12-16T15:00:00+00:00,SPXW-20241216-06040.000-C,CALL,1,53510.0,0.0,3050.0,True,pass,3050.0,8000.0,-1500.0
175,2024-12-16,q4_2024_external,2024-12-16T15:26:00+00:00,SPXW-20241216-06055.000-C,CALL,1,53630.0,120.0,1460.0,True,pass,1460.0,8000.0,-1500.0
176,2024-12-16,q4_2024_external,2024-12-16T16:10:00+00:00,SPXW-20241216-06045.000-C,CALL,1,54180.0,670.0,3120.0,True,pass,3120.0,8000.0,-1500.0
177,2024-12-17,q4_2024_external,2024-12-17T15:00:00+00:00,SPXW-20241217-06055.000-P,PUT,2,54180.0,0.0,2020.0,True,pass,2020.0,8000.0,-1500.0
178,2024-12-17,q4_2024_external,2024-12-17T15:39:00+00:00,SPXW-20241217-06010.000-C,CALL,1,55020.0,840.0,3240.0,True,pass,3240.0,8000.0,-1500.0
179,2024-12-17,q4_2024_external,2024-12-17T15:58:00+00:00,SPXW-20241217-06025.000-C,CALL,1,55180.0,1000.0,2140.0,True,pass,2140.0,8000.0,-1500.0
180,2024-12-17,q4_2024_external,2024-12-17T18:42:00+00:00,SPXW-20241217-06035.000-C,CALL,2,55770.0,1590.0,3040.0,True,pass,3040.0,8000.0,-1500.0
181,2024-12-18,q4_2024_external,2024-12-18T15:01:00+00:00,SPXW-20241218-06025.000-C,CALL,1,55810.0,0.0,3320.0000000000005,True,pass,3320.0,8000.0,-1500.0
182,2024-12-18,q4_2024_external,2024-12-18T15:27:00+00:00,SPXW-20241218-06030.000-C,CALL,1,56120.0,310.0,3370.0000000000005,True,pass,3370.0,8000.0,-1500.0
183,2024-12-18,q4_2024_external,2024-12-18T16:15:00+00:00,SPXW-20241218-06090.000-P,PUT,1,56710.0,900.0,3200.0,True,pass,3200.0,8000.0,-1500.0
184,2024-12-19,q4_2024_external,2024-12-19T15:01:00+00:00,SPXW-20241219-05930.000-P,PUT,1,56360.0,0.0,2940.0,True,pass,2940.0,8000.0,-1500.0
185,2024-12-19,q4_2024_external,2024-12-19T15:13:00+00:00,SPXW-20241219-05885.000-C,CALL,1,57240.0,880.0,3390.0,True,pass,3390.0,8000.0,-1500.0
186,2024-12-19,q4_2024_external,2024-12-19T15:42:00+00:00,SPXW-20241219-05870.000-C,CALL,1,55920.0,-440.0,3130.0,True,pass,3130.0,8000.0,-1500.0
187,2024-12-20,q4_2024_external,2024-12-20T15:13:00+00:00,SPXW-20241220-05840.000-C,CALL,1,56560.0,0.0,3429.9999999999995,True,pass,3430.0,8000.0,-1500.0
188,2024-12-20,q4_2024_external,2024-12-20T18:30:00+00:00,SPXW-20241220-05930.000-C,CALL,1,60700.0,4140.0,2490.0,True,pass,2490.0,8000.0,-1500.0
189,2024-12-23,q4_2024_external,2024-12-23T15:14:00+00:00,SPXW-20241223-05900.000-C,CALL,1,60580.0,0.0,2510.0,True,pass,2510.0,8000.0,-1500.0
190,2024-12-23,q4_2024_external,2024-12-23T15:48:00+00:00,SPXW-20241223-05940.000-P,PUT,1,60780.0,200.0,2860.0,True,pass,2860.0,8000.0,-1500.0
191,2024-12-23,q4_2024_external,2024-12-23T15:55:00+00:00,SPXW-20241223-05890.000-C,CALL,1,60840.0,260.0,3110.0,True,pass,3110.0,8000.0,-1500.0
192,2024-12-23,q4_2024_external,2024-12-23T18:30:00+00:00,SPXW-20241223-05945.000-C,CALL,1,61750.0,1170.0,1650.0,True,pass,1650.0,8000.0,-1500.0
193,2024-12-23,q4_2024_external,2024-12-23T19:12:00+00:00,SPXW-20241223-05935.000-C,CALL,1,61950.0,1370.0,2980.0,True,pass,2980.0,8000.0,-1500.0
194,2024-12-23,q4_2024_external,2024-12-23T20:11:00+00:00,SPXW-20241223-05930.000-C,CALL,2,62160.0,1580.0,4140.0,True,pass,4140.0,8000.0,-1500.0
195,2024-12-24,q4_2024_external,2024-12-24T15:00:00+00:00,SPXW-20241224-05970.000-C,CALL,1,63340.0,0.0,2930.0,True,pass,2930.0,8000.0,-1500.0
196,2024-12-26,q4_2024_external,2024-12-26T15:00:00+00:00,SPXW-20241226-05995.000-C,CALL,1,63890.0,0.0,3300.0,True,pass,3300.0,8000.0,-1500.0
197,2024-12-26,q4_2024_external,2024-12-26T15:26:00+00:00,SPXW-20241226-05995.000-C,CALL,1,63710.0,-180.0,3470.0000000000005,True,pass,3470.0,8000.0,-1500.0
198,2024-12-26,q4_2024_external,2024-12-26T15:56:00+00:00,SPXW-20241226-06005.000-C,CALL,1,63630.0,-260.0,2700.0,True,pass,2700.0,8000.0,-1500.0
199,2024-12-27,q4_2024_external,2024-12-27T15:00:00+00:00,SPXW-20241227-06025.000-P,PUT,1,64280.0,0.0,3500.0,True,pass,3500.0,8000.0,-1500.0
200,2024-12-27,q4_2024_external,2024-12-27T15:25:00+00:00,SPXW-20241227-05970.000-P,PUT,2,67940.0,3660.0,4020.0,True,pass,4020.0,8000.0,-1500.0
201,2024-12-27,q4_2024_external,2024-12-27T15:41:00+00:00,SPXW-20241227-05925.000-C,CALL,1,69280.0,5000.0,3490.0,True,pass,3490.0,8000.0,-1500.0
202,2024-12-27,q4_2024_external,2024-12-27T18:36:00+00:00,SPXW-20241227-05935.000-C,CALL,1,69930.0,5650.0,2140.0,True,pass,2140.0,8000.0,-1500.0
203,2024-12-30,q4_2024_external,2024-12-30T15:02:00+00:00,SPXW-20241230-05900.000-P,PUT,1,70350.0,0.0,2890.0,True,pass,2890.0,8000.0,-1500.0
204,2024-12-30,q4_2024_external,2024-12-30T15:27:00+00:00,SPXW-20241230-05890.000-P,PUT,1,70630.0,280.0,2750.0,True,pass,2750.0,8000.0,-1500.0
205,2024-12-30,q4_2024_external,2024-12-30T16:18:00+00:00,SPXW-20241230-05895.000-C,CALL,1,69100.0,-1250.0,1600.0,True,pass,1600.0,8000.0,-1500.0
206,2024-12-30,q4_2024_external,2024-12-30T18:31:00+00:00,SPXW-20241230-05900.000-C,CALL,1,70280.0,-70.0,3190.0,True,pass,3190.0,8000.0,-1500.0
207,2024-12-30,q4_2024_external,2024-12-30T19:08:00+00:00,SPXW-20241230-05900.000-C,CALL,1,70780.0,430.0,3020.0,True,pass,3020.0,8000.0,-1500.0
208,2024-12-30,q4_2024_external,2024-12-30T20:02:00+00:00,SPXW-20241230-05905.000-C,CALL,2,70760.0,410.0,5560.0,True,pass,5560.0,8000.0,-1500.0
209,2024-12-31,q4_2024_external,2024-12-31T15:07:00+00:00,SPXW-20241231-05940.000-P,PUT,1,70840.0,0.0,3240.0,True,pass,3240.0,8000.0,-1500.0
210,2024-12-31,q4_2024_external,2024-12-31T15:33:00+00:00,SPXW-20241231-05945.000-P,PUT,1,70540.0,-300.0,3229.9999999999995,True,pass,3230.0,8000.0,-1500.0
211,2024-12-31,q4_2024_external,2024-12-31T16:03:00+00:00,SPXW-20241231-05935.000-P,PUT,1,71100.0,260.0,3360.0,True,pass,3360.0,8000.0,-1500.0
212,2025-07-01,q3_2025,2025-07-01T14:01:00+00:00,SPXW-20250701-06165.000-C,CALL,1,71730.0,0.0,3340.0,True,pass,3340.0,8000.0,-1500.0
213,2025-07-01,q3_2025,2025-07-01T14:27:00+00:00,SPXW-20250701-06210.000-P,PUT,2,72040.0,310.0,3540.0,True,pass,3540.0,8000.0,-1500.0
214,2025-07-01,q3_2025,2025-07-01T14:31:00+00:00,SPXW-20250701-06170.000-C,CALL,2,72480.0,750.0,5700.0,True,pass,5700.0,8000.0,-1500.0
215,2025-07-01,q3_2025,2025-07-01T15:02:00+00:00,SPXW-20250701-06180.000-C,CALL,1,71380.0,-350.0,1600.0,True,pass,1600.0,8000.0,-1500.0
216,2025-07-01,q3_2025,2025-07-01T15:27:00+00:00,SPXW-20250701-06165.000-C,CALL,1,71660.0,-70.0,3240.0,True,pass,3240.0,8000.0,-1500.0
217,2025-07-02,q3_2025,2025-07-02T14:00:00+00:00,SPXW-20250702-06165.000-C,CALL,1,71720.0,0.0,3329.9999999999995,True,pass,3330.0,8000.0,-1500.0
218,2025-07-02,q3_2025,2025-07-02T14:25:00+00:00,SPXW-20250702-06175.000-C,CALL,1,72050.0,330.0,3150.0,True,pass,3150.0,8000.0,-1500.0
219,2025-07-03,q3_2025,2025-07-03T14:00:00+00:00,SPXW-20250703-06260.000-C,CALL,2,72410.0,0.0,2060.0,True,pass,2060.0,8000.0,-1500.0
220,2025-07-03,q3_2025,2025-07-03T14:45:00+00:00,SPXW-20250703-06245.000-C,CALL,1,73330.0,920.0,3190.0,True,pass,3190.0,8000.0,-1500.0
221,2025-07-07,q3_2025,2025-07-07T14:00:00+00:00,SPXW-20250707-06290.000-P,PUT,1,73360.0,0.0,3260.0,True,pass,3260.0,8000.0,-1500.0
222,2025-07-07,q3_2025,2025-07-07T14:23:00+00:00,SPXW-20250707-06220.000-C,CALL,1,73840.0,480.0,3429.9999999999995,True,pass,3430.0,8000.0,-1500.0
223,2025-07-07,q3_2025,2025-07-07T14:31:00+00:00,SPXW-20250707-06265.000-P,PUT,2,74060.0,700.0,3540.0,True,pass,3540.0,8000.0,-1500.0
224,2025-07-07,q3_2025,2025-07-07T14:42:00+00:00,SPXW-20250707-06225.000-C,CALL,1,74300.0,940.0,2720.0,True,pass,2720.0,8000.0,-1500.0
225,2025-07-07,q3_2025,2025-07-07T18:00:00+00:00,SPXW-20250707-06205.000-C,CALL,2,73690.0,330.0,3900.0,True,pass,3900.0,8000.0,-1500.0
226,2025-07-07,q3_2025,2025-07-07T18:37:00+00:00,SPXW-20250707-06200.000-C,CALL,2,73910.0,550.0,2480.0,True,pass,2480.0,8000.0,-1500.0
227,2025-07-08,q3_2025,2025-07-08T14:01:00+00:00,SPXW-20250708-06245.000-P,PUT,2,76430.0,0.0,3920.0,True,pass,3920.0,8000.0,-1500.0
228,2025-07-08,q3_2025,2025-07-08T14:30:00+00:00,SPXW-20250708-06205.000-C,CALL,2,76930.0,500.0,4360.0,True,pass,4360.0,8000.0,-1500.0
229,2025-07-08,q3_2025,2025-07-08T17:30:00+00:00,SPXW-20250708-06210.000-C,CALL,2,79090.0,2660.0,4440.0,True,pass,4440.0,8000.0,-1500.0
230,2025-07-09,q3_2025,2025-07-09T14:31:00+00:00,SPXW-20250709-06265.000-P,PUT,2,78450.0,0.0,3660.0,True,pass,3660.0,8000.0,-1500.0
231,2025-07-09,q3_2025,2025-07-09T14:36:00+00:00,SPXW-20250709-06255.000-P,PUT,2,78990.0,540.0,3060.0,True,pass,3060.0,8000.0,-1500.0
232,2025-07-09,q3_2025,2025-07-09T14:57:00+00:00,SPXW-20250709-06270.000-P,PUT,1,79150.0,700.0,3410.0,True,pass,3410.0,8000.0,-1500.0
233,2025-07-09,q3_2025,2025-07-09T15:27:00+00:00,SPXW-20250709-06215.000-C,CALL,2,79410.0,960.0,5980.0,True,pass,5980.0,8000.0,-1500.0
234,2025-07-10,q3_2025,2025-07-10T14:00:00+00:00,SPXW-20250710-06280.000-P,PUT,2,79530.0,0.0,5320.0,True,pass,5320.0,8000.0,-1500.0
235,2025-07-10,q3_2025,2025-07-10T14:10:00+00:00,SPXW-20250710-06235.000-C,CALL,2,79730.0,200.0,4840.0,True,pass,4840.0,8000.0,-1500.0
236,2025-07-10,q3_2025,2025-07-10T14:17:00+00:00,SPXW-20250710-06240.000-C,CALL,2,80350.0,820.0,4560.0,True,pass,4560.0,8000.0,-1500.0
237,2025-07-10,q3_2025,2025-07-10T14:33:00+00:00,SPXW-20250710-06235.000-C,CALL,2,80710.0,1180.0,5580.0,True,pass,5580.0,8000.0,-1500.0
238,2025-07-10,q3_2025,2025-07-10T14:42:00+00:00,SPXW-20250710-06235.000-C,CALL,1,81370.0,1840.0,3500.0,True,pass,3500.0,8000.0,-1500.0
239,2025-07-10,q3_2025,2025-07-10T15:04:00+00:00,SPXW-20250710-06245.000-C,CALL,2,81410.0,1880.0,5780.0,True,pass,5780.0,8000.0,-1500.0
240,2025-07-11,q3_2025,2025-07-11T14:01:00+00:00,SPXW-20250711-06230.000-C,CALL,2,81530.0,0.0,5500.0,True,pass,5500.0,8000.0,-1500.0
241,2025-07-11,q3_2025,2025-07-11T14:16:00+00:00,SPXW-20250711-06230.000-C,CALL,2,81870.0,340.0,5860.0,True,pass,5860.0,8000.0,-1500.0
242,2025-07-11,q3_2025,2025-07-11T14:26:00+00:00,SPXW-20250711-06230.000-C,CALL,1,82670.0,1140.0,3440.0,True,pass,3440.0,8000.0,-1500.0
243,2025-07-11,q3_2025,2025-07-11T14:44:00+00:00,SPXW-20250711-06235.000-C,CALL,2,82610.0,1080.0,5520.0,True,pass,5520.0,8000.0,-1500.0
244,2025-07-11,q3_2025,2025-07-11T15:15:00+00:00,SPXW-20250711-06225.000-C,CALL,2,81770.0,240.0,5580.0,True,pass,5580.0,8000.0,-1500.0
245,2025-07-14,q3_2025,2025-07-14T14:01:00+00:00,SPXW-20250714-06280.000-P,PUT,1,82310.0,0.0,3390.0,True,pass,3390.0,8000.0,-1500.0
246,2025-07-14,q3_2025,2025-07-14T14:27:00+00:00,SPXW-20250714-06270.000-P,PUT,2,82470.0,160.0,3780.0,True,pass,3780.0,8000.0,-1500.0
247,2025-07-14,q3_2025,2025-07-14T14:30:00+00:00,SPXW-20250714-06225.000-C,CALL,2,83410.0,1100.0,5140.0,True,pass,5140.0,8000.0,-1500.0
248,2025-07-15,q3_2025,2025-07-15T14:11:00+00:00,SPXW-20250715-06260.000-C,CALL,2,83890.0,0.0,4700.0,True,pass,4700.0,8000.0,-1500.0
249,2025-07-15,q3_2025,2025-07-15T14:37:00+00:00,SPXW-20250715-06300.000-P,PUT,2,84490.0,600.0,5820.0,True,pass,5820.0,8000.0,-1500.0
250,2025-07-15,q3_2025,2025-07-15T14:51:00+00:00,SPXW-20250715-06275.000-P,PUT,2,84890.0,1000.0,2400.0,True,pass,2400.0,8000.0,-1500.0
251,2025-07-15,q3_2025,2025-07-15T14:55:00+00:00,SPXW-20250715-06280.000-P,PUT,2,85750.0,1860.0,3900.0,True,pass,3900.0,8000.0,-1500.0
252,2025-07-15,q3_2025,2025-07-15T15:05:00+00:00,SPXW-20250715-06235.000-C,CALL,1,86430.0,2540.0,3200.0,True,pass,3200.0,8000.0,-1500.0
253,2025-07-16,q3_2025,2025-07-16T14:10:00+00:00,SPXW-20250716-06235.000-C,CALL,1,86640.0,0.0,1510.0,True,pass,1510.0,8000.0,-1500.0
254,2025-07-16,q3_2025,2025-07-16T14:45:00+00:00,SPXW-20250716-06225.000-C,CALL,2,86880.0,240.0,4680.0,True,pass,4680.0,8000.0,-1500.0
255,2025-07-16,q3_2025,2025-07-16T14:54:00+00:00,SPXW-20250716-06280.000-P,PUT,1,87840.0,1200.0,2730.0,True,pass,2730.0,8000.0,-1500.0
256,2025-07-16,q3_2025,2025-07-16T14:58:00+00:00,SPXW-20250716-06235.000-P,PUT,1,89140.0,2500.0,610.0,True,pass,610.0,8000.0,-1500.0
257,2025-07-16,q3_2025,2025-07-16T15:04:00+00:00,SPXW-20250716-06225.000-C,CALL,2,89460.0,2820.0,4900.0,True,pass,4900.0,8000.0,-1500.0
258,2025-07-16,q3_2025,2025-07-16T15:19:00+00:00,SPXW-20250716-06225.000-P,PUT,1,89920.0,3280.0,850.0,True,pass,850.0,8000.0,-1500.0
259,2025-07-16,q3_2025,2025-07-16T15:24:00+00:00,SPXW-20250716-06220.000-P,PUT,1,90850.0,4210.0,990.0,True,pass,990.0,8000.0,-1500.0
260,2025-07-17,q3_2025,2025-07-17T14:00:00+00:00,SPXW-20250717-06255.000-C,CALL,1,91290.0,0.0,2680.0,True,pass,2680.0,8000.0,-1500.0
261,2025-07-17,q3_2025,2025-07-17T14:29:00+00:00,SPXW-20250717-06240.000-C,CALL,1,91530.0,240.0,3420.0000000000005,True,pass,3420.0,8000.0,-1500.0
262,2025-07-17,q3_2025,2025-07-17T14:46:00+00:00,SPXW-20250717-06255.000-C,CALL,2,91940.0,650.0,4400.0,True,pass,4400.0,8000.0,-1500.0
263,2025-07-17,q3_2025,2025-07-17T15:06:00+00:00,SPXW-20250717-06265.000-C,CALL,2,92760.0,1470.0,4400.0,True,pass,4400.0,8000.0,-1500.0
264,2025-07-18,q3_2025,2025-07-18T14:52:00+00:00,SPXW-20250718-06265.000-C,CALL,1,93120.0,0.0,3300.0,True,pass,3300.0,8000.0,-1500.0
265,2025-07-21,q3_2025,2025-07-21T14:00:00+00:00,SPXW-20250721-06295.000-C,CALL,1,93030.0,0.0,3279.9999999999995,True,pass,3280.0,8000.0,-1500.0
266,2025-07-21,q3_2025,2025-07-21T19:11:00+00:00,SPXW-20250721-06280.000-C,CALL,1,93280.0,250.0,3510.0,True,pass,3510.0,8000.0,-1500.0
267,2025-07-22,q3_2025,2025-07-22T14:00:00+00:00,SPXW-20250722-06285.000-P,PUT,2,93530.0,0.0,1880.0,True,pass,1880.0,8000.0,-1500.0
268,2025-07-22,q3_2025,2025-07-22T14:29:00+00:00,SPXW-20250722-06265.000-C,CALL,2,93850.0,320.0,5500.0,True,pass,5500.0,8000.0,-1500.0
269,2025-07-22,q3_2025,2025-07-22T14:56:00+00:00,SPXW-20250722-06270.000-C,CALL,1,94810.0,1280.0,2930.0,True,pass,2930.0,8000.0,-1500.0
270,2025-07-23,q3_2025,2025-07-23T14:09:00+00:00,SPXW-20250723-06295.000-C,CALL,1,95020.0,0.0,3100.0,True,pass,3100.0,8000.0,-1500.0
271,2025-07-23,q3_2025,2025-07-23T14:29:00+00:00,SPXW-20250723-06300.000-C,CALL,2,95050.0,30.0,5660.0,True,pass,5660.0,8000.0,-1500.0
272,2025-07-23,q3_2025,2025-07-23T15:00:00+00:00,SPXW-20250723-06310.000-C,CALL,1,94910.0,-110.0,1960.0,True,pass,1960.0,8000.0,-1500.0
273,2025-07-24,q3_2025,2025-07-24T14:00:00+00:00,SPXW-20250724-06350.000-C,CALL,2,94930.0,0.0,4880.0,True,pass,4880.0,8000.0,-1500.0
274,2025-07-24,q3_2025,2025-07-24T14:28:00+00:00,SPXW-20250724-06340.000-C,CALL,2,95070.0,140.0,5880.0,True,pass,5880.0,8000.0,-1500.0
275,2025-07-24,q3_2025,2025-07-24T14:41:00+00:00,SPXW-20250724-06345.000-C,CALL,2,95530.0,600.0,5700.0,True,pass,5700.0,8000.0,-1500.0
276,2025-07-25,q3_2025,2025-07-25T14:00:00+00:00,SPXW-20250725-06340.000-C,CALL,1,95650.0,0.0,3440.0,True,pass,3440.0,8000.0,-1500.0
277,2025-07-25,q3_2025,2025-07-25T14:26:00+00:00,SPXW-20250725-06360.000-C,CALL,2,95780.0,130.0,3579.9999999999995,True,pass,3580.0,8000.0,-1500.0
278,2025-07-28,q3_2025,2025-07-28T14:05:00+00:00,SPXW-20250728-06380.000-C,CALL,2,96420.0,0.0,3920.0,True,pass,3920.0,8000.0,-1500.0
279,2025-07-28,q3_2025,2025-07-28T14:22:00+00:00,SPXW-20250728-06385.000-C,CALL,2,96540.0,120.0,2800.0,True,pass,2800.0,8000.0,-1500.0
280,2025-07-28,q3_2025,2025-07-28T15:19:00+00:00,SPXW-20250728-06395.000-P,PUT,1,96800.0,380.0,1030.0,True,pass,1030.0,8000.0,-1500.0
281,2025-07-28,q3_2025,2025-07-28T15:29:00+00:00,SPXW-20250728-06375.000-C,CALL,1,96890.0,470.0,1720.0,True,pass,1720.0,8000.0,-1500.0
282,2025-07-29,q3_2025,2025-07-29T14:53:00+00:00,SPXW-20250729-06400.000-P,PUT,1,97270.0,0.0,1470.0,True,pass,1470.0,8000.0,-1500.0
283,2025-07-29,q3_2025,2025-07-29T15:25:00+00:00,SPXW-20250729-06390.000-P,PUT,2,97270.0,0.0,2620.0,True,pass,2620.0,8000.0,-1500.0
284,2025-07-30,q3_2025,2025-07-30T14:18:00+00:00,SPXW-20250730-06350.000-C,CALL,1,98350.0,0.0,3279.9999999999995,True,pass,3280.0,8000.0,-1500.0
285,2025-07-30,q3_2025,2025-07-30T14:30:00+00:00,SPXW-20250730-06355.000-C,CALL,1,99000.0,650.0,3300.0,True,pass,3300.0,8000.0,-1500.0
286,2025-07-30,q3_2025,2025-07-30T14:36:00+00:00,SPXW-20250730-06355.000-C,CALL,1,99250.0,900.0,3410.0,True,pass,3410.0,8000.0,-1500.0
287,2025-07-30,q3_2025,2025-07-30T18:35:00+00:00,SPXW-20250730-06370.000-C,CALL,2,99090.0,740.0,5280.0,True,pass,5280.0,8000.0,-1500.0
288,2025-07-30,q3_2025,2025-07-30T18:40:00+00:00,SPXW-20250730-06400.000-P,PUT,2,99450.0,1100.0,3900.0,True,pass,3900.0,8000.0,-1500.0
289,2025-07-30,q3_2025,2025-07-30T18:59:00+00:00,SPXW-20250730-06360.000-P,PUT,3,100030.0,1680.0,3750.0,True,pass,3750.0,8000.0,-1500.0
290,2025-07-30,q3_2025,2025-07-30T19:16:00+00:00,SPXW-20250730-06390.000-P,PUT,1,101830.0,3480.0,3520.0000000000005,True,pass,3520.0,8000.0,-1500.0
291,2025-07-30,q3_2025,2025-07-30T19:18:00+00:00,SPXW-20250730-06375.000-P,PUT,3,102660.0,4310.0,7980.0,True,pass,7980.0,8000.0,-1500.0
292,2025-07-30,q3_2025,2025-07-30T19:24:00+00:00,SPXW-20250730-06370.000-P,PUT,1,102870.0,4520.0,3030.0,True,pass,3030.0,8000.0,-1500.0
293,2025-07-31,q3_2025,2025-07-31T14:00:00+00:00,SPXW-20250731-06385.000-C,CALL,1,102910.0,0.0,3229.9999999999995,True,pass,3230.0,8000.0,-1500.0
294,2025-07-31,q3_2025,2025-07-31T14:32:00+00:00,SPXW-20250731-06385.000-C,CALL,1,103120.0,210.0,2770.0,True,pass,2770.0,8000.0,-1500.0
295,2025-07-31,q3_2025,2025-07-31T15:20:00+00:00,SPXW-20250731-06355.000-C,CALL,1,101860.0,-1050.0,2570.0,True,pass,2570.0,8000.0,-1500.0
296,2025-07-31,q3_2025,2025-07-31T15:28:00+00:00,SPXW-20250731-06350.000-C,CALL,1,102110.0,-800.0,3310.0,True,pass,3310.0,8000.0,-1500.0
297,2025-08-01,q3_2025,2025-08-01T14:05:00+00:00,SPXW-20250801-06235.000-P,PUT,1,102770.0,0.0,2480.0,True,pass,2480.0,8000.0,-1500.0
298,2025-08-01,q3_2025,2025-08-01T14:06:00+00:00,SPXW-20250801-06205.000-C,CALL,1,103050.0,280.0,3340.0,True,pass,3340.0,8000.0,-1500.0
299,2025-08-01,q3_2025,2025-08-01T14:08:00+00:00,SPXW-20250801-06205.000-C,CALL,1,103270.0,500.0,3150.0,True,pass,3150.0,8000.0,-1500.0
300,2025-08-01,q3_2025,2025-08-01T14:26:00+00:00,SPXW-20250801-06240.000-C,CALL,3,104790.0,2020.0,6660.0,True,pass,6660.0,8000.0,-1500.0
301,2025-08-01,q3_2025,2025-08-01T14:37:00+00:00,SPXW-20250801-06230.000-C,CALL,1,106470.0,3700.0,3350.0,True,pass,3350.0,8000.0,-1500.0
302,2025-08-01,q3_2025,2025-08-01T14:51:00+00:00,SPXW-20250801-06250.000-P,PUT,2,106190.0,3420.0,4460.0,True,pass,4460.0,8000.0,-1500.0
303,2025-08-04,q3_2025,2025-08-04T14:20:00+00:00,SPXW-20250804-06280.000-C,CALL,1,106630.0,0.0,3320.0000000000005,True,pass,3320.0,8000.0,-1500.0
304,2025-08-04,q3_2025,2025-08-04T14:48:00+00:00,SPXW-20250804-06280.000-C,CALL,1,106960.0,330.0,3370.0000000000005,True,pass,3370.0,8000.0,-1500.0
