trade_number,session,decision_time,contract_id,side,entry_bid,entry_ask,premium_required,premium_cap,cash,daily_pnl_before,risk_passed,risk_reason,paper_pnl
161,2024-12-06,2024-12-06T15:36:00+00:00,SPXW-20241206-06065.000-C,CALL,33.3,33.7,3370.0,4000.0,51290.0,180.0,True,pass,-110.00000000000014
162,2024-12-06,2024-12-06T16:13:00+00:00,SPXW-20241206-06095.000-P,PUT,9.1,9.3,930.0,4000.0,51180.0,70.0,True,pass,119.99999999999991
163,2024-12-09,2024-12-09T15:01:00+00:00,SPXW-20241209-06050.000-C,CALL,33.4,33.8,3380.0,4000.0,51300.0,0.0,True,pass,-699.9999999999997
164,2024-12-09,2024-12-09T15:26:00+00:00,SPXW-20241209-06110.000-P,PUT,33.6,34.1,3410.0,4000.0,50600.0,-700.0,True,pass,310.0000000000001
165,2024-12-09,2024-12-09T15:51:00+00:00,SPXW-20241209-06080.000-P,PUT,17.0,17.4,1740.0,4000.0,50910.0,-390.0,True,pass,460.0000000000001
166,2024-12-10,2024-12-10T15:01:00+00:00,SPXW-20241210-06025.000-C,CALL,33.7,34.1,3410.0,4000.0,51370.0,0.0,True,pass,169.99999999999957
167,2024-12-10,2024-12-10T15:27:00+00:00,SPXW-20241210-06030.000-C,CALL,32.3,32.6,3260.0,4000.0,51540.0,170.0,True,pass,119.99999999999956
168,2024-12-11,2024-12-11T15:05:00+00:00,SPXW-20241211-06040.000-C,CALL,33.9,34.3,3430.0,4000.0,51660.0,0.0,True,pass,250.0
169,2024-12-11,2024-12-11T15:37:00+00:00,SPXW-20241211-06045.000-C,CALL,31.5,31.9,3190.0,4000.0,51910.0,250.0,True,pass,-139.99999999999986
170,2024-12-12,2024-12-12T15:09:00+00:00,SPXW-20241212-06095.000-P,PUT,29.9,30.4,3040.0,4000.0,51770.0,0.0,True,pass,-1079.9999999999998
171,2024-12-12,2024-12-12T15:35:00+00:00,SPXW-20241212-06050.000-C,CALL,25.4,25.8,2580.0,4000.0,50690.0,-1080.0,False,daily_loss_stop,-110.00000000000014
172,2024-12-13,2024-12-13T15:01:00+00:00,SPXW-20241213-06100.000-P,PUT,32.5,32.8,3280.0,4000.0,50580.0,0.0,True,pass,360.0000000000001
173,2024-12-13,2024-12-13T15:26:00+00:00,SPXW-20241213-06090.000-P,PUT,31.4,31.7,3170.0,4000.0,50940.0,360.0,True,pass,859.9999999999998
174,2024-12-16,2024-12-16T15:00:00+00:00,SPXW-20241216-06040.000-C,CALL,30.1,30.5,3050.0,4000.0,51800.0,0.0,True,pass,119.99999999999991
175,2024-12-16,2024-12-16T15:26:00+00:00,SPXW-20241216-06055.000-C,CALL,14.3,14.6,1460.0,4000.0,51920.0,120.0,True,pass,550.0000000000002
176,2024-12-16,2024-12-16T16:10:00+00:00,SPXW-20241216-06045.000-C,CALL,30.9,31.2,3120.0,4000.0,52470.0,670.0,True,pass,0.0
177,2024-12-17,2024-12-17T15:00:00+00:00,SPXW-20241217-06055.000-P,PUT,9.9,10.1,1010.0,4000.0,52470.0,0.0,True,pass,420.0000000000001
178,2024-12-17,2024-12-17T15:39:00+00:00,SPXW-20241217-06010.000-C,CALL,32.0,32.4,3240.0,4000.0,52890.0,420.0,True,pass,160.00000000000014
179,2024-12-17,2024-12-17T15:58:00+00:00,SPXW-20241217-06025.000-C,CALL,21.0,21.4,2140.0,4000.0,53050.0,580.0,True,pass,590.0000000000002
180,2024-12-17,2024-12-17T18:42:00+00:00,SPXW-20241217-06035.000-C,CALL,14.9,15.2,1520.0,4000.0,53640.0,1170.0,True,pass,20.000000000000107
181,2024-12-18,2024-12-18T15:01:00+00:00,SPXW-20241218-06025.000-C,CALL,32.9,33.2,3320.0,4000.0,53660.0,0.0,True,pass,309.99999999999943
182,2024-12-18,2024-12-18T15:27:00+00:00,SPXW-20241218-06030.000-C,CALL,33.4,33.7,3370.0,4000.0,53970.0,310.0,True,pass,589.9999999999999
183,2024-12-18,2024-12-18T16:15:00+00:00,SPXW-20241218-06090.000-P,PUT,31.7,32.0,3200.0,4000.0,54560.0,900.0,True,pass,-350.0
184,2024-12-19,2024-12-19T15:01:00+00:00,SPXW-20241219-05930.000-P,PUT,29.0,29.4,2940.0,4000.0,54210.0,0.0,True,pass,880.0000000000005
185,2024-12-19,2024-12-19T15:13:00+00:00,SPXW-20241219-05885.000-C,CALL,33.6,33.9,3390.0,4000.0,55090.0,880.0,True,pass,-1320.0
186,2024-12-19,2024-12-19T15:42:00+00:00,SPXW-20241219-05870.000-C,CALL,31.0,31.3,3130.0,4000.0,53770.0,-440.0,True,pass,640.0000000000002
187,2024-12-20,2024-12-20T15:13:00+00:00,SPXW-20241220-05840.000-C,CALL,33.9,34.3,3430.0,4000.0,54410.0,0.0,True,pass,4140.000000000001
188,2024-12-20,2024-12-20T18:30:00+00:00,SPXW-20241220-05930.000-C,CALL,24.6,24.9,2490.0,4000.0,58550.0,4140.0,True,pass,-119.99999999999991
189,2024-12-23,2024-12-23T15:14:00+00:00,SPXW-20241223-05900.000-C,CALL,24.8,25.1,2510.0,4000.0,58430.0,0.0,True,pass,200.0
190,2024-12-23,2024-12-23T15:48:00+00:00,SPXW-20241223-05940.000-P,PUT,28.3,28.6,2860.0,4000.0,58630.0,200.0,True,pass,59.99999999999979
191,2024-12-23,2024-12-23T15:55:00+00:00,SPXW-20241223-05890.000-C,CALL,30.8,31.1,3110.0,4000.0,58690.0,260.0,True,pass,910.0
192,2024-12-23,2024-12-23T18:30:00+00:00,SPXW-20241223-05945.000-C,CALL,16.2,16.5,1650.0,4000.0,59600.0,1170.0,True,pass,200.0
193,2024-12-23,2024-12-23T19:12:00+00:00,SPXW-20241223-05935.000-C,CALL,29.4,29.8,2980.0,4000.0,59800.0,1370.0,True,pass,209.99999999999977
194,2024-12-23,2024-12-23T20:11:00+00:00,SPXW-20241223-05930.000-C,CALL,20.3,20.7,2070.0,4000.0,60010.0,1580.0,True,pass,590.0000000000002
195,2024-12-24,2024-12-24T15:00:00+00:00,SPXW-20241224-05970.000-C,CALL,28.8,29.3,2930.0,4000.0,60600.0,0.0,True,pass,549.9999999999997
196,2024-12-26,2024-12-26T15:00:00+00:00,SPXW-20241226-05995.000-C,CALL,32.7,33.0,3300.0,4000.0,61150.0,0.0,True,pass,-180.00000000000006
197,2024-12-26,2024-12-26T15:26:00+00:00,SPXW-20241226-05995.000-C,CALL,34.4,34.7,3470.0,4000.0,60970.0,-180.0,True,pass,-80.00000000000043
198,2024-12-26,2024-12-26T15:56:00+00:00,SPXW-20241226-06005.000-C,CALL,26.7,27.0,2700.0,4000.0,60890.0,-260.0,True,pass,650.0
199,2024-12-27,2024-12-27T15:00:00+00:00,SPXW-20241227-06025.000-P,PUT,34.6,35.0,3500.0,4000.0,61540.0,0.0,True,pass,3659.999999999999
200,2024-12-27,2024-12-27T15:25:00+00:00,SPXW-20241227-05970.000-P,PUT,19.8,20.1,2010.0,4000.0,65200.0,3660.0,True,pass,669.9999999999999
201,2024-12-27,2024-12-27T15:41:00+00:00,SPXW-20241227-05925.000-C,CALL,34.6,34.9,3490.0,4000.0,65870.0,4330.0,True,pass,650.0
202,2024-12-27,2024-12-27T18:36:00+00:00,SPXW-20241227-05935.000-C,CALL,21.1,21.4,2140.0,4000.0,66520.0,4980.0,True,pass,420.0000000000003
203,2024-12-30,2024-12-30T15:02:00+00:00,SPXW-20241230-05900.000-P,PUT,28.6,28.9,2890.0,4000.0,66940.0,0.0,True,pass,280.00000000000006
204,2024-12-30,2024-12-30T15:27:00+00:00,SPXW-20241230-05890.000-P,PUT,27.2,27.5,2750.0,4000.0,67220.0,280.0,True,pass,-1530.0
205,2024-12-30,2024-12-30T16:18:00+00:00,SPXW-20241230-05895.000-C,CALL,15.8,16.0,1600.0,4000.0,65690.0,-1250.0,False,daily_loss_stop,1180.0
206,2024-12-30,2024-12-30T18:31:00+00:00,SPXW-20241230-05900.000-C,CALL,31.5,31.9,3190.0,4000.0,66870.0,-70.0,True,pass,500.0
207,2024-12-30,2024-12-30T19:08:00+00:00,SPXW-20241230-05900.000-C,CALL,29.8,30.2,3020.0,4000.0,67370.0,430.0,True,pass,-19.99999999999993
208,2024-12-30,2024-12-30T20:02:00+00:00,SPXW-20241230-05905.000-C,CALL,27.4,27.8,2780.0,4000.0,67350.0,410.0,True,pass,39.99999999999986
209,2024-12-31,2024-12-31T15:07:00+00:00,SPXW-20241231-05940.000-P,PUT,32.2,32.4,3240.0,4000.0,67390.0,0.0,True,pass,-300.0
210,2024-12-31,2024-12-31T15:33:00+00:00,SPXW-20241231-05945.000-P,PUT,32.1,32.3,3230.0,4000.0,67090.0,-300.0,True,pass,560.0000000000001
211,2024-12-31,2024-12-31T16:03:00+00:00,SPXW-20241231-05935.000-P,PUT,33.1,33.6,3360.0,4000.0,67650.0,260.0,True,pass,629.9999999999998
212,2025-07-01,2025-07-01T14:01:00+00:00,SPXW-20250701-06165.000-C,CALL,33.0,33.4,3340.0,4000.0,68280.0,0.0,True,pass,310.0000000000001
213,2025-07-01,2025-07-01T14:27:00+00:00,SPXW-20250701-06210.000-P,PUT,17.4,17.7,1770.0,4000.0,68590.0,310.0,True,pass,219.99999999999991
214,2025-07-01,2025-07-01T14:31:00+00:00,SPXW-20250701-06170.000-C,CALL,28.2,28.5,2850.0,4000.0,68810.0,530.0,True,pass,-550.0
215,2025-07-01,2025-07-01T15:02:00+00:00,SPXW-20250701-06180.000-C,CALL,15.8,16.0,1600.0,4000.0,68260.0,-20.0,True,pass,280.00000000000006
216,2025-07-01,2025-07-01T15:27:00+00:00,SPXW-20250701-06165.000-C,CALL,32.1,32.4,3240.0,4000.0,68540.0,260.0,True,pass,60.00000000000014
217,2025-07-02,2025-07-02T14:00:00+00:00,SPXW-20250702-06165.000-C,CALL,32.8,33.3,3330.0,4000.0,68600.0,0.0,True,pass,330.00000000000045
218,2025-07-02,2025-07-02T14:25:00+00:00,SPXW-20250702-06175.000-C,CALL,31.1,31.5,3150.0,4000.0,68930.0,330.0,True,pass,360.0000000000001
219,2025-07-03,2025-07-03T14:00:00+00:00,SPXW-20250703-06260.000-C,CALL,10.0,10.3,1030.0,4000.0,69290.0,0.0,True,pass,459.99999999999994
220,2025-07-03,2025-07-03T14:45:00+00:00,SPXW-20250703-06245.000-C,CALL,31.5,31.9,3190.0,4000.0,69750.0,460.0,True,pass,30.000000000000423
221,2025-07-07,2025-07-07T14:00:00+00:00,SPXW-20250707-06290.000-P,PUT,32.2,32.6,3260.0,4000.0,69780.0,0.0,True,pass,479.9999999999997
222,2025-07-07,2025-07-07T14:23:00+00:00,SPXW-20250707-06220.000-C,CALL,34.0,34.3,3430.0,4000.0,70260.0,480.0,True,pass,220.00000000000028
223,2025-07-07,2025-07-07T14:31:00+00:00,SPXW-20250707-06265.000-P,PUT,17.2,17.7,1770.0,4000.0,70480.0,700.0,True,pass,119.99999999999991
224,2025-07-07,2025-07-07T14:42:00+00:00,SPXW-20250707-06225.000-C,CALL,26.9,27.2,2720.0,4000.0,70600.0,820.0,True,pass,-609.9999999999998
225,2025-07-07,2025-07-07T18:00:00+00:00,SPXW-20250707-06205.000-C,CALL,19.2,19.5,1950.0,4000.0,69990.0,210.0,True,pass,110.00000000000014
226,2025-07-07,2025-07-07T18:37:00+00:00,SPXW-20250707-06200.000-C,CALL,12.2,12.4,1240.0,4000.0,70100.0,320.0,True,pass,1260.0
227,2025-07-08,2025-07-08T14:01:00+00:00,SPXW-20250708-06245.000-P,PUT,19.3,19.6,1960.0,4000.0,71360.0,0.0,True,pass,250.0
228,2025-07-08,2025-07-08T14:30:00+00:00,SPXW-20250708-06205.000-C,CALL,21.5,21.8,2180.0,4000.0,71610.0,250.0,True,pass,1080.0
229,2025-07-08,2025-07-08T17:30:00+00:00,SPXW-20250708-06210.000-C,CALL,21.9,22.2,2220.0,4000.0,72690.0,1330.0,True,pass,-319.99999999999994
230,2025-07-09,2025-07-09T14:31:00+00:00,SPXW-20250709-06265.000-P,PUT,18.1,18.3,1830.0,4000.0,72370.0,0.0,True,pass,269.99999999999994
231,2025-07-09,2025-07-09T14:36:00+00:00,SPXW-20250709-06255.000-P,PUT,15.1,15.3,1530.0,4000.0,72640.0,270.0,True,pass,80.00000000000007
232,2025-07-09,2025-07-09T14:57:00+00:00,SPXW-20250709-06270.000-P,PUT,33.8,34.1,3410.0,4000.0,72720.0,350.0,True,pass,260.0000000000001
233,2025-07-09,2025-07-09T15:27:00+00:00,SPXW-20250709-06215.000-C,CALL,29.6,29.9,2990.0,4000.0,72980.0,610.0,True,pass,60.00000000000014
234,2025-07-10,2025-07-10T14:00:00+00:00,SPXW-20250710-06280.000-P,PUT,26.3,26.6,2660.0,4000.0,73040.0,0.0,True,pass,100.0
235,2025-07-10,2025-07-10T14:10:00+00:00,SPXW-20250710-06235.000-C,CALL,23.9,24.2,2420.0,4000.0,73140.0,100.0,True,pass,310.0000000000001
236,2025-07-10,2025-07-10T14:17:00+00:00,SPXW-20250710-06240.000-C,CALL,22.6,22.8,2280.0,4000.0,73450.0,410.0,True,pass,180.00000000000006
237,2025-07-10,2025-07-10T14:33:00+00:00,SPXW-20250710-06235.000-C,CALL,27.6,27.9,2790.0,4000.0,73630.0,590.0,True,pass,330.00000000000006
238,2025-07-10,2025-07-10T14:42:00+00:00,SPXW-20250710-06235.000-C,CALL,34.7,35.0,3500.0,4000.0,73960.0,920.0,True,pass,39.99999999999986
239,2025-07-10,2025-07-10T15:04:00+00:00,SPXW-20250710-06245.000-C,CALL,28.6,28.9,2890.0,4000.0,74000.0,960.0,True,pass,60.00000000000014
240,2025-07-11,2025-07-11T14:01:00+00:00,SPXW-20250711-06230.000-C,CALL,27.3,27.5,2750.0,4000.0,74060.0,0.0,True,pass,169.99999999999994
241,2025-07-11,2025-07-11T14:16:00+00:00,SPXW-20250711-06230.000-C,CALL,29.1,29.3,2930.0,4000.0,74230.0,170.0,True,pass,399.99999999999966
242,2025-07-11,2025-07-11T14:26:00+00:00,SPXW-20250711-06230.000-C,CALL,34.1,34.4,3440.0,4000.0,74630.0,570.0,True,pass,-60.00000000000014
243,2025-07-11,2025-07-11T14:44:00+00:00,SPXW-20250711-06235.000-C,CALL,27.3,27.6,2760.0,4000.0,74570.0,510.0,True,pass,-420.0000000000003
244,2025-07-11,2025-07-11T15:15:00+00:00,SPXW-20250711-06225.000-C,CALL,27.5,27.9,2790.0,4000.0,74150.0,90.0,True,pass,270.0000000000003
245,2025-07-14,2025-07-14T14:01:00+00:00,SPXW-20250714-06280.000-P,PUT,33.5,33.9,3390.0,4000.0,74420.0,0.0,True,pass,160.00000000000014
246,2025-07-14,2025-07-14T14:27:00+00:00,SPXW-20250714-06270.000-P,PUT,18.6,18.9,1890.0,4000.0,74580.0,160.0,True,pass,470.0000000000003
247,2025-07-14,2025-07-14T14:30:00+00:00,SPXW-20250714-06225.000-C,CALL,25.5,25.7,2570.0,4000.0,75050.0,630.0,True,pass,240.00000000000023
248,2025-07-15,2025-07-15T14:11:00+00:00,SPXW-20250715-06260.000-C,CALL,23.3,23.5,2350.0,4000.0,75290.0,0.0,True,pass,300.0
249,2025-07-15,2025-07-15T14:37:00+00:00,SPXW-20250715-06300.000-P,PUT,28.7,29.1,2910.0,4000.0,75590.0,300.0,True,pass,200.0
250,2025-07-15,2025-07-15T14:51:00+00:00,SPXW-20250715-06275.000-P,PUT,11.9,12.0,1200.0,4000.0,75790.0,500.0,True,pass,430.00000000000006
251,2025-07-15,2025-07-15T14:55:00+00:00,SPXW-20250715-06280.000-P,PUT,19.3,19.5,1950.0,4000.0,76220.0,930.0,True,pass,339.9999999999999
252,2025-07-15,2025-07-15T15:05:00+00:00,SPXW-20250715-06235.000-C,CALL,31.7,32.0,3200.0,4000.0,76560.0,1270.0,True,pass,210.00000000000017
253,2025-07-16,2025-07-16T14:10:00+00:00,SPXW-20250716-06235.000-C,CALL,14.9,15.1,1510.0,4000.0,76770.0,0.0,True,pass,240.00000000000003
254,2025-07-16,2025-07-16T14:45:00+00:00,SPXW-20250716-06225.000-C,CALL,23.2,23.4,2340.0,4000.0,77010.0,240.0,True,pass,480.00000000000006
255,2025-07-16,2025-07-16T14:54:00+00:00,SPXW-20250716-06280.000-P,PUT,26.9,27.3,2730.0,4000.0,77490.0,720.0,True,pass,1299.9999999999995
256,2025-07-16,2025-07-16T14:58:00+00:00,SPXW-20250716-06235.000-P,PUT,6.0,6.1,610.0,4000.0,78790.0,2020.0,True,pass,320.0000000000001
257,2025-07-16,2025-07-16T15:04:00+00:00,SPXW-20250716-06225.000-C,CALL,24.2,24.5,2450.0,4000.0,79110.0,2340.0,True,pass,230.00000000000009
258,2025-07-16,2025-07-16T15:19:00+00:00,SPXW-20250716-06225.000-P,PUT,8.3,8.5,850.0,4000.0,79340.0,2570.0,True,pass,930.0
259,2025-07-16,2025-07-16T15:24:00+00:00,SPXW-20250716-06220.000-P,PUT,9.7,9.9,990.0,4000.0,80270.0,3500.0,True,pass,440.00000000000006
260,2025-07-17,2025-07-17T14:00:00+00:00,SPXW-20250717-06255.000-C,CALL,26.3,26.8,2680.0,4000.0,80710.0,0.0,True,pass,239.99999999999983
261,2025-07-17,2025-07-17T14:29:00+00:00,SPXW-20250717-06240.000-C,CALL,33.8,34.2,3420.0,4000.0,80950.0,240.0,True,pass,409.99999999999943
262,2025-07-17,2025-07-17T14:46:00+00:00,SPXW-20250717-06255.000-C,CALL,21.7,22.0,2200.0,4000.0,81360.0,650.0,True,pass,410.0000000000001
263,2025-07-17,2025-07-17T15:06:00+00:00,SPXW-20250717-06265.000-C,CALL,21.8,22.0,2200.0,4000.0,81770.0,1060.0,True,pass,180.00000000000006
264,2025-07-18,2025-07-18T14:52:00+00:00,SPXW-20250718-06265.000-C,CALL,32.7,33.0,3300.0,4000.0,81950.0,0.0,True,pass,-89.99999999999986
265,2025-07-21,2025-07-21T14:00:00+00:00,SPXW-20250721-06295.000-C,CALL,32.4,32.8,3280.0,4000.0,81860.0,0.0,True,pass,250.0
266,2025-07-21,2025-07-21T19:11:00+00:00,SPXW-20250721-06280.000-C,CALL,34.7,35.1,3510.0,4000.0,82110.0,250.0,True,pass,250.0
267,2025-07-22,2025-07-22T14:00:00+00:00,SPXW-20250722-06285.000-P,PUT,9.2,9.4,940.0,4000.0,82360.0,0.0,True,pass,159.99999999999997
268,2025-07-22,2025-07-22T14:29:00+00:00,SPXW-20250722-06265.000-C,CALL,27.2,27.5,2750.0,4000.0,82520.0,160.0,True,pass,479.9999999999997
269,2025-07-22,2025-07-22T14:56:00+00:00,SPXW-20250722-06270.000-C,CALL,28.9,29.3,2930.0,4000.0,83000.0,640.0,True,pass,209.99999999999977
270,2025-07-23,2025-07-23T14:09:00+00:00,SPXW-20250723-06295.000-C,CALL,30.7,31.0,3100.0,4000.0,83210.0,0.0,True,pass,30.00000000000007
271,2025-07-23,2025-07-23T14:29:00+00:00,SPXW-20250723-06300.000-C,CALL,28.0,28.3,2830.0,4000.0,83240.0,30.0,True,pass,-69.99999999999993
272,2025-07-23,2025-07-23T15:00:00+00:00,SPXW-20250723-06310.000-C,CALL,19.3,19.6,1960.0,4000.0,83170.0,-40.0,True,pass,19.99999999999993
273,2025-07-24,2025-07-24T14:00:00+00:00,SPXW-20250724-06350.000-C,CALL,24.2,24.4,2440.0,4000.0,83190.0,0.0,True,pass,70.00000000000028
274,2025-07-24,2025-07-24T14:28:00+00:00,SPXW-20250724-06340.000-C,CALL,29.0,29.4,2940.0,4000.0,83260.0,70.0,True,pass,230.00000000000009
275,2025-07-24,2025-07-24T14:41:00+00:00,SPXW-20250724-06345.000-C,CALL,28.1,28.5,2850.0,4000.0,83490.0,300.0,True,pass,60.00000000000014
276,2025-07-25,2025-07-25T14:00:00+00:00,SPXW-20250725-06340.000-C,CALL,34.0,34.4,3440.0,4000.0,83550.0,0.0,True,pass,130.00000000000043
277,2025-07-25,2025-07-25T14:26:00+00:00,SPXW-20250725-06360.000-C,CALL,17.7,17.9,1790.0,4000.0,83680.0,130.0,True,pass,320.0000000000003
278,2025-07-28,2025-07-28T14:05:00+00:00,SPXW-20250728-06380.000-C,CALL,19.4,19.6,1960.0,4000.0,84000.0,0.0,True,pass,59.99999999999979
279,2025-07-28,2025-07-28T14:22:00+00:00,SPXW-20250728-06385.000-C,CALL,13.9,14.0,1400.0,4000.0,84060.0,60.0,True,pass,130.00000000000006
280,2025-07-28,2025-07-28T15:19:00+00:00,SPXW-20250728-06395.000-P,PUT,10.1,10.3,1030.0,4000.0,84190.0,190.0,True,pass,89.99999999999986
281,2025-07-28,2025-07-28T15:29:00+00:00,SPXW-20250728-06375.000-C,CALL,16.9,17.2,1720.0,4000.0,84280.0,280.0,True,pass,380.00000000000006
282,2025-07-29,2025-07-29T14:53:00+00:00,SPXW-20250729-06400.000-P,PUT,14.5,14.7,1470.0,4000.0,84660.0,0.0,True,pass,0.0
283,2025-07-29,2025-07-29T15:25:00+00:00,SPXW-20250729-06390.000-P,PUT,12.9,13.1,1310.0,4000.0,84660.0,0.0,True,pass,540.0
284,2025-07-30,2025-07-30T14:18:00+00:00,SPXW-20250730-06350.000-C,CALL,32.5,32.8,3280.0,4000.0,85200.0,0.0,True,pass,650.0
285,2025-07-30,2025-07-30T14:30:00+00:00,SPXW-20250730-06355.000-C,CALL,32.8,33.0,3300.0,4000.0,85850.0,650.0,True,pass,250.0
286,2025-07-30,2025-07-30T14:36:00+00:00,SPXW-20250730-06355.000-C,CALL,33.7,34.1,3410.0,4000.0,86100.0,900.0,True,pass,-160.00000000000014
287,2025-07-30,2025-07-30T18:35:00+00:00,SPXW-20250730-06370.000-C,CALL,26.0,26.4,2640.0,4000.0,85940.0,740.0,True,pass,180.00000000000006
288,2025-07-30,2025-07-30T18:40:00+00:00,SPXW-20250730-06400.000-P,PUT,19.3,19.5,1950.0,4000.0,86120.0,920.0,True,pass,289.9999999999999
289,2025-07-30,2025-07-30T18:59:00+00:00,SPXW-20250730-06360.000-P,PUT,12.3,12.5,1250.0,4000.0,86410.0,1210.0,True,pass,600.0
290,2025-07-30,2025-07-30T19:16:00+00:00,SPXW-20250730-06390.000-P,PUT,34.7,35.2,3520.0,4000.0,87010.0,1810.0,True,pass,829.9999999999998
291,2025-07-30,2025-07-30T19:18:00+00:00,SPXW-20250730-06375.000-P,PUT,26.1,26.6,2660.0,4000.0,87840.0,2640.0,True,pass,69.99999999999993
292,2025-07-30,2025-07-30T19:24:00+00:00,SPXW-20250730-06370.000-P,PUT,29.9,30.3,3030.0,4000.0,87910.0,2710.0,True,pass,39.99999999999986
293,2025-07-31,2025-07-31T14:00:00+00:00,SPXW-20250731-06385.000-C,CALL,31.9,32.3,3230.0,4000.0,87950.0,0.0,True,pass,210.00000000000017
294,2025-07-31,2025-07-31T14:32:00+00:00,SPXW-20250731-06385.000-C,CALL,27.4,27.7,2770.0,4000.0,88160.0,210.0,True,pass,-1260.0
295,2025-07-31,2025-07-31T15:20:00+00:00,SPXW-20250731-06355.000-C,CALL,25.5,25.7,2570.0,4000.0,86900.0,-1050.0,False,daily_loss_stop,250.0
296,2025-07-31,2025-07-31T15:28:00+00:00,SPXW-20250731-06350.000-C,CALL,32.8,33.1,3310.0,4000.0,87150.0,-800.0,False,daily_loss_stop,660.0000000000001
297,2025-08-01,2025-08-01T14:05:00+00:00,SPXW-20250801-06235.000-P,PUT,24.4,24.8,2480.0,4000.0,87810.0,0.0,True,pass,280.00000000000006
298,2025-08-01,2025-08-01T14:06:00+00:00,SPXW-20250801-06205.000-C,CALL,33.2,33.4,3340.0,4000.0,88090.0,280.0,True,pass,220.00000000000028
299,2025-08-01,2025-08-01T14:08:00+00:00,SPXW-20250801-06205.000-C,CALL,31.2,31.5,3150.0,4000.0,88310.0,500.0,True,pass,1520.0000000000002
300,2025-08-01,2025-08-01T14:26:00+00:00,SPXW-20250801-06240.000-C,CALL,22.0,22.2,2220.0,4000.0,89830.0,2020.0,True,pass,560.0000000000001
301,2025-08-01,2025-08-01T14:37:00+00:00,SPXW-20250801-06230.000-C,CALL,33.2,33.5,3350.0,4000.0,90390.0,2580.0,True,pass,-280.00000000000006
302,2025-08-01,2025-08-01T14:51:00+00:00,SPXW-20250801-06250.000-P,PUT,22.1,22.3,2230.0,4000.0,90110.0,2300.0,True,pass,219.99999999999991
303,2025-08-04,2025-08-04T14:20:00+00:00,SPXW-20250804-06280.000-C,CALL,32.8,33.2,3320.0,4000.0,90330.0,0.0,True,pass,329.9999999999997
304,2025-08-04,2025-08-04T14:48:00+00:00,SPXW-20250804-06280.000-C,CALL,33.4,33.7,3370.0,4000.0,90660.0,330.0,True,pass,279.9999999999997
305,2025-08-04,2025-08-04T15:02:00+00:00,SPXW-20250804-06285.000-C,CALL,28.0,28.3,2830.0,4000.0,90940.0,610.0,True,pass,139.99999999999986
306,2025-08-05,2025-08-05T14:01:00+00:00,SPXW-20250805-06350.000-P,PUT,21.7,22.2,2220.0,4000.0,91080.0,0.0,True,pass,260.0000000000001
307,2025-08-05,2025-08-05T14:03:00+00:00,SPXW-20250805-06360.000-P,PUT,30.6,31.0,3100.0,4000.0,91340.0,260.0,True,pass,729.9999999999998
308,2025-08-05,2025-08-05T14:26:00+00:00,SPXW-20250805-06335.000-P,PUT,23.1,23.3,2330.0,4000.0,92070.0,990.0,True,pass,450.0
309,2025-08-05,2025-08-05T14:42:00+00:00,SPXW-20250805-06310.000-P,PUT,14.2,14.4,1440.0,4000.0,92520.0,1440.0,True,pass,440.00000000000006
310,2025-08-05,2025-08-05T14:48:00+00:00,SPXW-20250805-06305.000-P,PUT,16.0,16.2,1620.0,4000.0,92960.0,1880.0,True,pass,450.0
311,2025-08-05,2025-08-05T14:53:00+00:00,SPXW-20250805-06275.000-C,CALL,25.7,26.0,2600.0,4000.0,93410.0,2330.0,True,pass,510.0000000000001
312,2025-08-06,2025-08-06T14:00:00+00:00,SPXW-20250806-06290.000-C,CALL,24.3,24.5,2450.0,4000.0,93920.0,0.0,True,pass,1260.0000000000002
313,2025-08-06,2025-08-06T14:28:00+00:00,SPXW-20250806-06280.000-C,CALL,27.0,27.3,2730.0,4000.0,95180.0,1260.0,True,pass,300.0
314,2025-08-06,2025-08-06T14:36:00+00:00,SPXW-20250806-06300.000-C,CALL,17.8,18.0,1800.0,4000.0,95480.0,1560.0,True,pass,389.9999999999999
315,2025-08-06,2025-08-06T14:38:00+00:00,SPXW-20250806-06295.000-C,CALL,23.9,24.1,2410.0,4000.0,95870.0,1950.0,True,pass,409.9999999999998
316,2025-08-06,2025-08-06T14:45:00+00:00,SPXW-20250806-06290.000-C,CALL,32.2,32.6,3260.0,4000.0,96280.0,2360.0,True,pass,150.0
317,2025-08-07,2025-08-07T14:00:00+00:00,SPXW-20250807-06355.000-C,CALL,32.8,33.2,3320.0,4000.0,96430.0,0.0,True,pass,-1420.0000000000002
318,2025-08-07,2025-08-07T14:15:00+00:00,SPXW-20250807-06370.000-P,PUT,14.1,14.4,1440.0,4000.0,95010.0,-1420.0,False,daily_loss_stop,209.99999999999997
319,2025-08-07,2025-08-07T14:25:00+00:00,SPXW-20250807-06365.000-P,PUT,18.7,18.9,1890.0,4000.0,95220.0,-1210.0,False,daily_loss_stop,40.00000000000021
320,2025-08-07,2025-08-07T14:39:00+00:00,SPXW-20250807-06330.000-C,CALL,29.8,30.1,3010.0,4000.0,95260.0,-1170.0,False,daily_loss_stop,400.0
321,2025-08-07,2025-08-07T15:17:00+00:00,SPXW-20250807-06315.000-C,CALL,31.4,31.7,3170.0,4000.0,95660.0,-770.0,False,daily_loss_stop,440.0000000000002
322,2025-08-07,2025-08-07T17:40:00+00:00,SPXW-20250807-06290.000-C,CALL,32.9,33.4,3340.0,4000.0,96100.0,-330.0,True,pass,170.00000000000028
